Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2014,9,23,23,30,0,0,0,0,0,0
2014,9,24,0,0,0,0,0,0,0,0
2014,9,24,0,30,0,0,0,0,0,0
2014,9,24,1,0,0,0,0,0,0,0
2014,9,24,1,30,0,0,0,0,0,0
2014,9,24,2,0,0,0,0,0,0,0
2014,9,24,2,30,0,0,0,0,0,0
2014,9,24,3,0,0,0,0,0,0,0
2014,9,24,3,30,0,0,0,0,0,0
2014,9,24,4,0,0,0,0,0,0,0
2014,9,24,4,30,0,0,0,0,0,0
2014,9,24,5,0,0,0,0,0,0,0
2014,9,24,5,30,0,0,0,0,0,0
2014,9,24,6,0,21,268,40,21,268,40
2014,9,24,6,30,45,472,123,45,472,123
2014,9,24,7,0,57,622,217,57,622,217
2014,9,24,7,30,66,715,313,66,715,313
2014,9,24,8,0,73,778,406,73,778,406
2014,9,24,8,30,79,824,492,79,824,492
2014,9,24,9,0,83,857,569,83,857,569
2014,9,24,9,30,87,881,636,257,356,478
2014,9,24,10,0,89,899,690,280,357,519
2014,9,24,10,30,91,910,730,297,360,550
2014,9,24,11,0,92,918,756,234,561,640
2014,9,24,11,30,93,921,767,232,569,649
2014,9,24,12,0,93,920,762,271,469,613
2014,9,24,12,30,92,915,743,261,472,597
2014,9,24,13,0,90,905,709,202,590,606
2014,9,24,13,30,87,891,660,187,587,565
2014,9,24,14,0,84,872,599,129,693,539
2014,9,24,14,30,80,845,527,122,664,474
2014,9,24,15,0,74,809,445,154,427,349
2014,9,24,15,30,67,761,356,130,393,279
2014,9,24,16,0,58,696,262,58,696,262
2014,9,24,16,30,43,616,168,43,616,168
2014,9,24,17,0,36,445,84,36,445,84
2014,9,24,17,30,0,0,0,0,0,0
2014,9,24,18,0,0,0,0,0,0,0
2014,9,24,18,30,0,0,0,0,0,0
2014,9,24,19,0,0,0,0,0,0,0
2014,9,24,19,30,0,0,0,0,0,0
2014,9,24,20,0,0,0,0,0,0,0
2014,9,24,20,30,0,0,0,0,0,0
2014,9,24,21,0,0,0,0,0,0,0
2014,9,24,21,30,0,0,0,0,0,0
2014,9,24,22,0,0,0,0,0,0,0
2014,9,24,22,30,0,0,0,0,0,0
2014,9,24,23,0,0,0,0,0,0,0
2014,9,24,23,30,0,0,0,0,0,0
2014,9,25,0,0,0,0,0,0,0,0
2014,9,25,0,30,0,0,0,0,0,0
2014,9,25,1,0,0,0,0,0,0,0
2014,9,25,1,30,0,0,0,0,0,0
2014,9,25,2,0,0,0,0,0,0,0
2014,9,25,2,30,0,0,0,0,0,0
2014,9,25,3,0,0,0,0,0,0,0
2014,9,25,3,30,0,0,0,0,0,0
2014,9,25,4,0,0,0,0,0,0,0
2014,9,25,4,30,0,0,0,0,0,0
2014,9,25,5,0,0,0,0,0,0,0
2014,9,25,5,30,0,0,0,0,0,0
2014,9,25,6,0,20,249,37,17,0,17
2014,9,25,6,30,44,454,117,52,15,55
2014,9,25,7,0,56,602,209,90,31,98
2014,9,25,7,30,65,694,302,129,38,142
2014,9,25,8,0,72,755,392,143,8,146
2014,9,25,8,30,78,799,475,171,12,178
2014,9,25,9,0,82,830,550,251,109,312
2014,9,25,9,30,86,852,613,280,110,348
2014,9,25,10,0,88,867,664,184,4,187
2014,9,25,10,30,90,877,702,194,5,198
2014,9,25,11,0,91,883,726,253,17,266
2014,9,25,11,30,91,884,735,256,18,269
2014,9,25,12,0,91,882,729,285,29,306
2014,9,25,12,30,90,875,709,276,30,298
2014,9,25,13,0,88,864,675,149,0,149
2014,9,25,13,30,86,848,627,138,0,138
2014,9,25,14,0,82,826,567,124,0,124
2014,9,25,14,30,78,797,496,108,0,108
2014,9,25,15,0,73,759,416,91,0,91
2014,9,25,15,30,65,708,330,72,0,72
2014,9,25,16,0,56,639,240,36,0,36
2014,9,25,16,30,42,553,151,22,0,22
2014,9,25,17,0,34,375,73,11,0,11
2014,9,25,17,30,0,0,0,0,0,0
2014,9,25,18,0,0,0,0,0,0,0
2014,9,25,18,30,0,0,0,0,0,0
2014,9,25,19,0,0,0,0,0,0,0
2014,9,25,19,30,0,0,0,0,0,0
2014,9,25,20,0,0,0,0,0,0,0
2014,9,25,20,30,0,0,0,0,0,0
2014,9,25,21,0,0,0,0,0,0,0
2014,9,25,21,30,0,0,0,0,0,0
2014,9,25,22,0,0,0,0,0,0,0
2014,9,25,22,30,0,0,0,0,0,0
2014,9,25,23,0,0,0,0,0,0,0
2014,9,25,23,30,0,0,0,0,0,0
2014,9,26,0,0,0,0,0,0,0,0
2014,9,26,0,30,0,0,0,0,0,0
2014,9,26,1,0,0,0,0,0,0,0
2014,9,26,1,30,0,0,0,0,0,0
2014,9,26,2,0,0,0,0,0,0,0
2014,9,26,2,30,0,0,0,0,0,0
2014,9,26,3,0,0,0,0,0,0,0
2014,9,26,3,30,0,0,0,0,0,0
2014,9,26,4,0,0,0,0,0,0,0
2014,9,26,4,30,0,0,0,0,0,0
2014,9,26,5,0,0,0,0,0,0,0
2014,9,26,5,30,0,0,0,0,0,0
2014,9,26,6,0,19,223,33,19,173,30
2014,9,26,6,30,43,430,111,48,332,100
2014,9,26,7,0,55,582,201,67,464,183
2014,9,26,7,30,65,679,294,92,518,267
2014,9,26,8,0,72,746,385,92,635,359
2014,9,26,8,30,78,794,470,110,664,438
2014,9,26,9,0,82,830,547,82,830,547
2014,9,26,9,30,86,857,613,86,857,613
2014,9,26,10,0,88,877,667,88,877,667
2014,9,26,10,30,90,891,708,90,891,708
2014,9,26,11,0,91,900,734,91,900,734
2014,9,26,11,30,92,904,746,92,904,746
2014,9,26,12,0,92,904,742,92,904,742
2014,9,26,12,30,91,900,723,91,900,723
2014,9,26,13,0,89,892,690,89,892,690
2014,9,26,13,30,87,879,642,87,879,642
2014,9,26,14,0,83,859,582,83,859,582
2014,9,26,14,30,79,832,511,79,832,511
2014,9,26,15,0,73,796,430,73,796,430
2014,9,26,15,30,66,747,341,66,747,341
2014,9,26,16,0,56,681,248,56,681,248
2014,9,26,16,30,41,601,156,41,601,156
2014,9,26,17,0,34,428,76,34,428,76
2014,9,26,17,30,0,0,0,0,0,0
2014,9,26,18,0,0,0,0,0,0,0
2014,9,26,18,30,0,0,0,0,0,0
2014,9,26,19,0,0,0,0,0,0,0
2014,9,26,19,30,0,0,0,0,0,0
2014,9,26,20,0,0,0,0,0,0,0
2014,9,26,20,30,0,0,0,0,0,0
2014,9,26,21,0,0,0,0,0,0,0
2014,9,26,21,30,0,0,0,0,0,0
2014,9,26,22,0,0,0,0,0,0,0
2014,9,26,22,30,0,0,0,0,0,0
2014,9,26,23,0,0,0,0,0,0,0
2014,9,26,23,30,0,0,0,0,0,0
2014,9,27,0,0,0,0,0,0,0,0
2014,9,27,0,30,0,0,0,0,0,0
2014,9,27,1,0,0,0,0,0,0,0
2014,9,27,1,30,0,0,0,0,0,0
2014,9,27,2,0,0,0,0,0,0,0
2014,9,27,2,30,0,0,0,0,0,0
2014,9,27,3,0,0,0,0,0,0,0
2014,9,27,3,30,0,0,0,0,0,0
